dataname,annotationdir,audiodir,audioext,performer,type,language,sex,groupid,blinding
BEJ11C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ11,song,Mandarin,M,18,TRUE
BEJ11D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ11,desc,Mandarin,M,18,TRUE
BEJ16C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ16,song,Mandarin,M,19,TRUE
BEJ16D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ16,desc,Mandarin,M,19,TRUE
BEJ17C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ17,song,Mandarin,M,20,TRUE
BEJ17D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ17,desc,Mandarin,M,20,TRUE
BEJ20C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ20,song,Mandarin,M,21,TRUE
BEJ20D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ20,desc,Mandarin,M,21,TRUE
BEJ21C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ21,song,Mandarin,M,22,TRUE
BEJ21D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ21,desc,Mandarin,M,22,TRUE
BEJ26C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ26,song,Mandarin,M,23,TRUE
BEJ26D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ26,desc,Mandarin,M,23,TRUE
BEJ27C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ27,song,Mandarin,M,24,TRUE
BEJ27D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ27,desc,Mandarin,M,24,TRUE
BEJ30C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ30,song,Mandarin,M,25,TRUE
BEJ30D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ30,desc,Mandarin,M,25,TRUE
BEJ31C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ31,song,Mandarin,M,26,TRUE
BEJ31D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,BEJ31,desc,Mandarin,M,26,TRUE
HAD02C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD02,song,Hadza,M,27,TRUE
HAD02D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD02,desc,Hadza,M,27,TRUE
HAD03C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD03,song,Hadza,M,28,TRUE
HAD03D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD03,desc,Hadza,M,28,TRUE
HAD04C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD04,song,Hadza,M,29,TRUE
HAD04D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD04,desc,Hadza,M,29,TRUE
HAD05C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD05,song,Hadza,M,30,TRUE
HAD05D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD05,desc,Hadza,M,30,TRUE
HAD08C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD08,song,Hadza,M,31,TRUE
HAD08D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD08,desc,Hadza,M,31,TRUE
HAD09C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD09,song,Hadza,M,32,TRUE
HAD09D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,HAD09,desc,Hadza,M,32,TRUE
JEN02C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN02,song,Kannada,M,33,TRUE
JEN02D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN02,desc,Kannada,M,33,TRUE
JEN03C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN03,song,Kannada,M,34,TRUE
JEN03D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN03,desc,Kannada,M,34,TRUE
JEN04C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN04,song,Kannada,M,35,TRUE
JEN04D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN04,desc,Kannada,M,35,TRUE
JEN05C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN05,song,Kannada,M,36,TRUE
JEN05D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN05,desc,Kannada,M,36,TRUE
JEN08C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN08,song,Kannada,M,37,TRUE
JEN08D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN08,desc,Kannada,M,37,TRUE
JEN09C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN09,song,Kannada,M,38,TRUE
JEN09D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN09,desc,Kannada,M,38,TRUE
JEN12C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN12,song,Kannada,M,39,TRUE
JEN12D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN12,desc,Kannada,M,39,TRUE
JEN13C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN13,song,Kannada,M,40,TRUE
JEN13D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN13,desc,Kannada,M,40,TRUE
JEN14C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN14,song,Kannada,M,41,TRUE
JEN14D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN14,desc,Kannada,M,41,TRUE
JEN15C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN15,song,Kannada,M,42,TRUE
JEN15D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN15,desc,Kannada,M,42,TRUE
JEN18C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN18,song,Kannada,M,43,TRUE
JEN18D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN18,desc,Kannada,M,43,TRUE
JEN19C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN19,song,Kannada,M,44,TRUE
JEN19D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,JEN19,desc,Kannada,M,44,TRUE
KRA01C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA01,song,Polish,M,45,TRUE
KRA01D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA01,desc,Polish,M,45,TRUE
KRA06C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA06,song,Polish,M,46,TRUE
KRA06D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA06,desc,Polish,M,46,TRUE
KRA07C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA07,song,Polish,M,47,TRUE
KRA07D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA07,desc,Polish,M,47,TRUE
KRA10C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA10,song,Polish,M,48,TRUE
KRA10D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA10,desc,Polish,M,48,TRUE
KRA11C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA11,song,Polish,M,49,TRUE
KRA11D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,KRA11,desc,Polish,M,49,TRUE
LIM02C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM02,song,Polish,M,50,TRUE
LIM02D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM02,desc,Polish,M,50,TRUE
LIM03C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM03,song,Polish,M,51,TRUE
LIM03D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM03,desc,Polish,M,51,TRUE
LIM04C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM04,song,Polish,M,52,TRUE
LIM04D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM04,desc,Polish,M,52,TRUE
LIM05C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM05,song,Polish,M,53,TRUE
LIM05D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM05,desc,Polish,M,53,TRUE
LIM08C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM08,song,Polish,M,54,TRUE
LIM08D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM08,desc,Polish,M,54,TRUE
LIM09C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM09,song,Polish,M,55,TRUE
LIM09D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM09,desc,Polish,M,55,TRUE
LIM12C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM12,song,Polish,M,56,TRUE
LIM12D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM12,desc,Polish,M,56,TRUE
LIM13C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM13,song,Polish,M,57,TRUE
LIM13D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,LIM13,desc,Polish,M,57,TRUE
MBE02C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE02,song,Mbendjele,M,58,TRUE
MBE02D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE02,desc,Mbendjele,M,58,TRUE
MBE03C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE03,song,Mbendjele,M,59,TRUE
MBE03D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE03,desc,Mbendjele,M,59,TRUE
MBE04C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE04,song,Mbendjele,M,60,TRUE
MBE04D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE04,desc,Mbendjele,M,60,TRUE
MBE05C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE05,song,Mbendjele,M,61,TRUE
MBE05D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE05,desc,Mbendjele,M,61,TRUE
MBE08C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE08,song,Mbendjele,M,62,TRUE
MBE08D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE08,desc,Mbendjele,M,62,TRUE
MBE09C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE09,song,Mbendjele,M,63,TRUE
MBE09D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE09,desc,Mbendjele,M,63,TRUE
MBE12C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE12,song,Mbendjele,M,64,TRUE
MBE12D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE12,desc,Mbendjele,M,64,TRUE
MBE13C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE13,song,Mbendjele,M,65,TRUE
MBE13D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE13,desc,Mbendjele,M,65,TRUE
MBE14C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE14,song,Mbendjele,M,66,TRUE
MBE14D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE14,desc,Mbendjele,M,66,TRUE
MBE15C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE15,song,Mbendjele,M,67,TRUE
MBE15D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MBE15,desc,Mbendjele,M,67,TRUE
MEN02C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN02,song,Mentawai,M,68,TRUE
MEN02D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN02,desc,Mentawai,M,68,TRUE
MEN03C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN03,song,Mentawai,M,69,TRUE
MEN03D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN03,desc,Mentawai,M,69,TRUE
MEN04C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN04,song,Mentawai,M,70,TRUE
MEN04D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN04,desc,Mentawai,M,70,TRUE
MEN05C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN05,song,Mentawai,M,71,TRUE
MEN05D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN05,desc,Mentawai,M,71,TRUE
MEN08C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN08,song,Mentawai,M,72,TRUE
MEN08D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN08,desc,Mentawai,M,72,TRUE
MEN09C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN09,song,Mentawai,M,73,TRUE
MEN09D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN09,desc,Mentawai,M,73,TRUE
MEN12C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN12,song,Mentawai,M,74,TRUE
MEN12D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN12,desc,Mentawai,M,74,TRUE
MEN13C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN13,song,Mentawai,M,75,TRUE
MEN13D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN13,desc,Mentawai,M,75,TRUE
MEN14C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN14,song,Mentawai,M,76,TRUE
MEN14D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN14,desc,Mentawai,M,76,TRUE
MEN15C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN15,song,Mentawai,M,77,TRUE
MEN15D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MEN15,desc,Mentawai,M,77,TRUE
MES01C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MES01,song,Spanish,M,78,TRUE
MES01D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MES01,desc,Spanish,M,78,TRUE
MES06C,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MES06,song,Spanish,M,79,TRUE
MES06D,./data/Stage 2 Annotation (Hilton)/,G:\Datasets\Hilton\IDS-corpus-raw\IDS-corpus-raw\,wav,MES06,desc,Spanish,M,79,TRUE
