dataname,annotationdir,audiodir,audioext,performer,type,language,sex,groupid,blinding
Juan_S-Gómez-Cañón_Spanish_Traditional_Unknown_20221003_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Juan S. Gómez,desc,Spanish,M,62,TRUE
Juan_S-Gómez-Cañón_Spanish_Traditional_Unknown_20221003_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Juan S. Gómez,inst,Spanish,M,62,TRUE
Manuel_Anglada-Tort_Catalan_Traditional_LaPresódeLleida_20221108_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Manuel Anglada-Tort,desc,Catalan,M,22,TRUE
Manuel_Anglada-Tort_Catalan_Traditional_LaPresódeLleida_20221108_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Manuel Anglada-Tort,inst,Catalan,M,22,TRUE
Manuel_Anglada-Tort_Catalan_Traditional_LaPresódeLleida_20221108_recit,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Manuel Anglada-Tort,recit,Catalan,M,22,TRUE
Manuel_Anglada-Tort_Catalan_Traditional_LaPresódeLleida_20221108_song,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Manuel Anglada-Tort,song,Catalan,M,22,TRUE
Martin_Rocamora_Spanish_Traditional_Aquello_20221022_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Martin Rocamora,desc,Spanish,M,27,TRUE
Martin_Rocamora_Spanish_Traditional_Aquello_20221022_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Martin Rocamora,inst,Spanish,M,27,TRUE
Martin_Rocamora_Spanish_Traditional_Aquello_20221022_recit,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Martin Rocamora,recit,Spanish,M,27,TRUE
Martin_Rocamora_Spanish_Traditional_Aquello_20221022_song,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Martin Rocamora,song,Spanish,M,27,TRUE
Patrick_Savage_English_Traditional_Scarborough Fair_20220208_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Patrick Savage,desc,English,M,38,TRUE
Patrick_Savage_English_Traditional_Scarborough Fair_20220208_recit,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Patrick Savage,recit,English,M,38,TRUE
Patrick_Savage_English_Traditional_Scarborough Fair_20220208_song,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Patrick Savage,song,English,M,38,TRUE
Patrick_Savage_English_Traditional_Scarborough Fair_20220220_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Patrick Savage,inst,English,M,38,TRUE
Peter_Pfordresher_English_Traditional_America-the-beautiful_20221030_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Peter Pfordresher,desc,English,M,40,FALSE
Peter_Pfordresher_English_Traditional_America-the-beautiful_20221030_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Peter Pfordresher,inst,English,M,40,FALSE
Peter_Pfordresher_English_Traditional_America-the-beautiful_20221030_recit,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Peter Pfordresher,recit,English,M,40,FALSE
Peter_Pfordresher_English_Traditional_America-the-beautiful_20221030_song,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Peter Pfordresher,song,English,M,40,FALSE
Shantala_Hegde_Kannada_Traditional_Moodala Maneya_20220214_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Shantala Hegde,desc,Kannada,F,48,FALSE
Shantala_Hegde_Kannada_Traditional_Moodala Maneya_20220214_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Shantala Hegde,inst,Kannada,F,48,FALSE
Shantala_Hegde_Kannada_Traditional_Moodala Maneya_20220214_recit,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Shantala Hegde,recit,Kannada,F,48,FALSE
Shantala_Hegde_Kannada_Traditional_Moodala Maneya_20220214_song,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,m4a,Shantala Hegde,song,Kannada,F,48,FALSE
Tecumseh_Fitch_English_Traditional_RovinGambler_20221210_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Tecumseh Fitch,desc,English,M,50,FALSE
Tecumseh_Fitch_English_Traditional_RovinGambler_20221210_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Tecumseh Fitch,inst,English,M,50,FALSE
Tecumseh_Fitch_English_Traditional_RovinGambler_20221210_recit,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Tecumseh Fitch,recit,English,M,50,FALSE
Tecumseh_Fitch_English_Traditional_RovinGambler_20221210_song,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,wav,Tecumseh Fitch,song,English,M,50,FALSE
Wojciech_Krzyżanowski_Polish_Traditional_Wlazł Kotek Na Płotek_20221022_desc,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Wojciech Krzyżanowski,desc,Polish,M,58,TRUE
Wojciech_Krzyżanowski_Polish_Traditional_Wlazł Kotek Na Płotek_20221022_inst,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Wojciech Krzyżanowski,inst,Polish,M,58,TRUE
Wojciech_Krzyżanowski_Polish_Traditional_Wlazł Kotek Na Płotek_20221022_recit,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Wojciech Krzyżanowski,recit,Polish,M,58,TRUE
Wojciech_Krzyżanowski_Polish_Traditional_Wlazł Kotek Na Płotek_20221022_song,./data/Stage 2 Annotation/,G:\Datasets\Song-Speech\Audio recordings\,MOV,Wojciech Krzyżanowski,song,Polish,M,58,TRUE
